cgpa,dsa,communication,ml,webdev,cloud,cybersecurity,projects,internships,career
7.57,8,10,1,10,9,7,9,5,Web Developer
7.1,2,10,6,6,2,4,4,3,Data Scientist
7.12,2,7,6,6,7,6,6,3,Data Scientist
9.37,4,8,4,10,6,1,20,0,Web Developer
9.53,10,4,8,9,2,10,17,5,ML Engineer
5.32,7,6,10,1,2,6,11,1,ML Engineer
5.05,6,5,3,9,9,7,17,0,Cloud Engineer
7.73,9,8,8,9,5,7,12,0,ML Engineer
9.05,6,5,2,3,3,4,11,4,Data Scientist
8.01,4,7,2,8,6,9,5,3,Web Developer
8.7,9,8,7,5,9,5,4,4,Cloud Engineer
7.3,7,5,1,5,1,6,11,1,Data Scientist
6.73,5,1,6,1,8,9,19,0,Cybersecurity Analyst
9.3,10,3,10,6,7,8,7,2,ML Engineer
5.03,10,3,2,4,5,7,2,5,Data Scientist
5.65,6,5,4,10,4,5,9,4,Data Scientist
5.75,4,7,10,8,4,10,12,2,Web Developer
6.03,2,9,1,5,4,10,4,2,Cybersecurity Analyst
7.65,8,7,3,1,9,6,16,2,Cloud Engineer
7.76,1,5,3,4,7,2,3,5,Data Scientist
7.37,7,6,1,7,10,8,14,1,Cybersecurity Analyst
6.89,7,9,3,6,9,3,11,2,Cloud Engineer
7.09,9,2,8,8,10,8,1,2,ML Engineer
6.07,5,4,5,1,6,9,11,0,Cybersecurity Analyst
7.85,9,9,10,1,3,3,5,5,ML Engineer
9.38,5,4,8,3,9,10,14,5,Cybersecurity Analyst
8.12,10,8,10,6,2,6,11,5,ML Engineer
9.51,7,2,9,9,7,1,17,0,ML Engineer
8.8,4,8,2,6,2,9,17,1,Cybersecurity Analyst
6.04,3,2,2,5,10,10,5,2,Cybersecurity Analyst
7.64,8,3,6,3,1,1,13,4,Data Scientist
5.24,2,9,2,9,3,6,17,1,Web Developer
7.54,8,6,1,6,3,2,12,3,Data Scientist
7.52,3,2,3,1,4,9,15,1,Cybersecurity Analyst
7.97,8,2,6,1,2,5,15,0,Data Scientist
8.78,9,5,8,10,6,5,6,0,ML Engineer
6.3,10,6,4,10,6,1,18,3,Web Developer
5.0,6,9,6,7,6,4,2,0,Data Scientist
9.62,10,2,2,5,2,7,11,4,Software Developer
9.92,10,5,6,5,6,10,20,5,Cybersecurity Analyst
9.18,3,4,6,5,8,6,7,1,Cloud Engineer
9.56,6,8,5,5,10,2,7,0,Cloud Engineer
9.04,2,10,9,6,9,4,19,3,Cloud Engineer
8.52,6,9,10,3,1,4,1,2,Data Scientist
6.6,7,7,7,8,4,6,3,1,Web Developer
8.93,7,6,10,5,3,1,6,5,ML Engineer
5.42,10,2,5,3,1,4,20,5,Data Scientist
9.65,2,10,7,8,4,2,1,5,Web Developer
6.35,10,6,9,6,4,8,5,4,ML Engineer
9.63,6,4,10,2,10,10,3,5,Cybersecurity Analyst
5.54,7,3,2,6,1,2,19,1,Data Scientist
8.37,8,8,3,9,5,4,5,4,Web Developer
8.03,7,1,9,8,8,2,8,2,ML Engineer
5.63,5,2,5,7,6,1,9,3,Data Scientist
7.96,2,8,9,7,3,4,2,4,Data Scientist
8.89,9,3,7,4,5,3,20,5,Software Developer
9.03,7,3,2,4,1,2,4,1,Data Scientist
7.63,3,8,2,10,8,8,2,3,Web Developer
6.49,3,7,5,6,6,8,0,0,Cybersecurity Analyst
6.74,6,5,5,3,9,1,18,3,Cloud Engineer
7.07,9,7,10,3,6,1,3,0,ML Engineer
9.61,6,10,1,7,3,9,16,0,Cybersecurity Analyst
9.47,8,1,8,8,3,10,7,1,ML Engineer
5.6,7,10,5,6,10,9,18,0,Cybersecurity Analyst
5.62,7,1,1,2,5,7,18,2,Data Scientist
8.23,4,1,5,6,3,4,15,1,Data Scientist
6.41,1,9,2,2,7,5,8,3,DevOps Engineer
6.56,1,9,8,8,6,5,10,5,Web Developer
5.09,5,9,3,4,3,9,20,1,Cybersecurity Analyst
7.45,9,9,1,2,4,6,1,1,Data Scientist
9.02,10,9,9,7,6,10,18,3,ML Engineer
8.5,5,7,2,9,6,2,15,3,Web Developer
7.8,7,6,8,4,9,1,13,5,ML Engineer
9.9,7,7,8,10,3,10,8,1,ML Engineer
9.6,5,4,8,8,7,5,16,3,DevOps Engineer
7.38,1,8,7,7,3,1,18,4,Mobile App Developer
9.47,10,4,8,8,1,8,10,5,ML Engineer
6.97,8,5,2,3,5,4,20,3,Data Scientist
6.87,9,6,2,6,9,3,11,1,Cloud Engineer
8.35,1,6,7,9,7,6,18,2,Web Developer
5.18,8,10,1,8,4,7,11,5,Web Developer
9.72,4,10,2,7,1,6,9,0,Data Scientist
6.71,6,10,7,5,8,6,1,5,Cloud Engineer
8.99,5,9,3,2,8,2,6,5,Cloud Engineer
9.26,2,10,3,6,1,2,13,3,Mobile App Developer
9.72,9,9,6,1,5,5,10,0,Software Developer
6.19,4,7,2,10,7,5,11,1,Web Developer
7.89,5,7,7,2,6,3,19,5,Data Scientist
9.28,4,7,7,10,10,6,2,1,Web Developer
5.3,8,7,8,6,6,7,7,5,ML Engineer
8.94,7,10,7,7,1,2,16,3,Mobile App Developer
7.18,5,7,2,3,10,6,19,1,Cloud Engineer
7.65,9,10,2,4,10,8,0,0,Cybersecurity Analyst
6.94,2,9,4,2,7,4,10,4,Mobile App Developer
5.42,1,9,3,6,7,7,6,2,Data Scientist
7.91,10,10,3,7,1,8,14,4,Cybersecurity Analyst
7.31,8,9,4,6,9,2,16,1,Cloud Engineer
9.6,4,8,9,9,6,5,14,5,Web Developer
8.8,5,1,3,2,5,10,9,3,Cybersecurity Analyst
6.41,4,4,4,2,5,9,5,2,Cybersecurity Analyst
7.98,8,8,1,8,6,2,4,3,Web Developer
6.99,10,3,7,2,2,5,17,5,Data Scientist
6.16,6,9,6,1,1,7,2,1,Data Scientist
5.74,1,10,7,10,5,5,20,2,Web Developer
6.03,2,10,4,5,8,1,19,4,Cloud Engineer
9.52,8,7,8,8,9,1,13,3,ML Engineer
5.48,9,2,9,9,2,7,13,2,ML Engineer
5.29,8,4,7,9,5,6,4,3,Data Scientist
5.43,6,9,1,8,8,9,15,1,Web Developer
9.25,10,2,8,10,7,8,13,0,ML Engineer
9.42,6,8,2,6,7,4,2,4,Data Scientist
7.79,3,10,8,9,10,4,16,1,Web Developer
9.8,2,3,3,1,5,5,8,5,Data Scientist
9.05,1,6,5,9,4,8,18,2,Web Developer
6.01,3,7,9,4,2,1,5,5,Data Scientist
9.54,2,4,9,4,10,3,5,0,Cloud Engineer
6.62,9,2,2,7,5,2,1,0,Data Scientist
6.91,10,8,2,3,8,10,17,1,Cybersecurity Analyst
6.16,3,10,7,5,2,2,1,3,Data Scientist
6.61,10,5,3,2,8,6,0,0,Cloud Engineer
9.19,3,3,9,3,3,1,0,3,Data Scientist
5.86,10,5,9,9,5,3,16,2,ML Engineer
9.3,8,3,7,6,9,5,11,2,Cloud Engineer
8.27,10,8,3,5,2,9,14,5,Cybersecurity Analyst
6.95,9,7,2,3,6,9,16,1,Cybersecurity Analyst
7.07,4,6,6,9,10,1,6,5,Web Developer
6.42,1,7,5,9,9,4,13,5,Web Developer
7.59,4,1,6,10,1,2,18,0,Data Scientist
9.48,1,4,7,8,8,10,20,4,Cybersecurity Analyst
6.05,2,8,3,3,10,5,6,4,Cloud Engineer
9.17,4,2,10,4,7,1,8,0,DevOps Engineer
6.06,5,10,5,6,8,5,3,3,Cloud Engineer
6.04,8,7,4,6,9,9,18,0,Cybersecurity Analyst
9.36,7,2,3,7,8,10,16,3,Cybersecurity Analyst
6.8,3,6,7,2,6,5,14,4,Data Scientist
8.28,5,3,2,10,8,4,0,3,Cloud Engineer
5.55,10,2,3,1,4,7,5,3,Data Scientist
7.01,2,2,9,7,5,4,14,4,Data Scientist
7.99,4,3,1,6,10,10,15,3,Cybersecurity Analyst
6.71,10,5,7,6,2,9,7,5,Cybersecurity Analyst
8.7,8,10,3,10,3,10,18,5,Web Developer
5.29,5,5,2,3,3,4,18,4,Data Scientist
6.42,2,3,4,5,10,8,8,5,Cybersecurity Analyst
7.75,8,5,10,4,6,4,0,2,ML Engineer
9.73,5,4,8,7,6,8,5,0,Cybersecurity Analyst
9.73,10,3,4,5,5,3,20,5,Software Developer
7.88,1,2,2,8,8,8,0,3,Cybersecurity Analyst
6.11,10,2,5,6,1,8,2,4,Cybersecurity Analyst
7.68,6,2,5,3,10,5,0,2,Cloud Engineer
6.31,9,9,5,3,5,4,20,2,Mobile App Developer
7.69,1,1,7,2,1,7,5,5,Data Scientist
6.52,6,3,8,2,6,5,16,5,Data Scientist
5.12,8,4,7,5,10,5,19,4,Cloud Engineer
5.99,10,10,8,2,3,9,12,2,ML Engineer
8.92,9,4,4,8,2,10,6,0,Cybersecurity Analyst
5.28,4,1,4,2,8,9,5,5,Cybersecurity Analyst
9.26,1,9,7,2,6,10,19,1,Cybersecurity Analyst
7.26,8,7,6,7,3,6,2,0,Data Scientist
7.95,6,8,10,4,2,4,15,2,Mobile App Developer
8.02,6,7,4,4,7,9,12,2,Cybersecurity Analyst
6.01,1,6,5,3,8,3,11,5,Cloud Engineer
8.63,2,2,4,5,2,1,4,3,Data Scientist
5.04,10,3,5,6,9,3,16,2,Cloud Engineer
9.74,4,1,2,1,2,7,12,1,Data Scientist
6.13,8,4,1,6,7,9,9,3,Cybersecurity Analyst
8.36,4,4,4,1,10,1,9,2,Cloud Engineer
8.23,1,2,6,4,7,8,7,0,Cybersecurity Analyst
9.21,5,6,10,6,6,6,17,2,Data Scientist
6.93,5,2,3,2,3,10,20,1,Cybersecurity Analyst
8.66,10,9,7,10,5,3,6,5,Web Developer
8.48,1,8,1,10,9,3,2,0,Web Developer
8.44,8,5,3,6,7,6,4,3,Software Developer
6.41,10,3,9,3,6,3,0,0,ML Engineer
9.03,8,3,9,6,10,1,10,3,ML Engineer
8.3,2,4,5,1,10,8,7,5,Cybersecurity Analyst
6.88,2,6,9,1,1,3,13,1,Data Scientist
5.47,8,5,5,8,9,4,9,3,Cloud Engineer
5.68,8,6,5,2,5,1,4,5,Data Scientist
7.99,2,2,8,7,4,9,6,1,Cybersecurity Analyst
6.77,1,7,9,5,4,10,14,2,Cybersecurity Analyst
9.07,6,10,4,5,5,10,0,1,Cybersecurity Analyst
6.08,2,5,1,10,1,9,19,2,Cybersecurity Analyst
7.67,5,7,1,3,3,2,15,1,Data Scientist
8.28,5,3,7,5,8,3,2,0,Cloud Engineer
6.44,3,5,2,1,10,1,12,1,Cloud Engineer
5.81,9,7,9,9,6,1,20,3,ML Engineer
8.37,5,8,3,5,2,9,10,2,Cybersecurity Analyst
6.25,9,5,7,5,1,8,16,0,Cybersecurity Analyst
5.34,6,3,1,5,6,1,13,1,Data Scientist
7.96,2,7,8,2,2,7,5,1,Data Scientist
5.08,10,4,1,2,2,9,0,4,Cybersecurity Analyst
8.44,10,6,5,4,3,3,17,0,Software Developer
6.08,4,10,2,4,8,3,12,3,Cloud Engineer
5.56,1,6,8,7,5,10,17,2,Cybersecurity Analyst
7.36,6,2,3,10,7,4,10,4,DevOps Engineer
6.86,3,6,4,9,9,1,8,2,Web Developer
6.24,9,7,3,4,6,6,11,0,Data Scientist
6.76,6,1,6,6,4,3,14,1,Data Scientist
9.47,1,7,6,9,5,9,16,4,Web Developer
9.44,8,1,5,4,10,7,14,1,Cloud Engineer
8.76,2,7,8,6,7,2,18,1,DevOps Engineer
7.0,10,6,9,7,3,8,11,2,ML Engineer
5.04,4,8,10,2,6,10,16,4,Cybersecurity Analyst
7.49,10,7,10,4,3,9,18,5,ML Engineer
6.47,1,1,8,3,6,4,0,1,Data Scientist
5.76,7,1,4,1,8,9,12,3,Cybersecurity Analyst
9.16,2,1,5,7,10,4,16,0,Cloud Engineer
9.23,3,6,2,8,1,10,14,3,Web Developer
8.48,7,6,4,7,2,8,6,0,Cybersecurity Analyst
9.34,6,7,10,7,7,2,10,4,DevOps Engineer
8.93,3,1,1,10,9,2,0,3,Cloud Engineer
7.33,7,6,9,1,8,6,7,5,ML Engineer
7.59,10,4,10,9,4,8,9,4,ML Engineer
7.21,2,1,1,1,10,10,10,5,Cybersecurity Analyst
5.16,7,6,5,8,2,3,8,2,Web Developer
6.31,2,6,8,10,3,6,13,4,Web Developer
8.66,6,10,4,9,1,9,2,0,Web Developer
6.15,7,10,2,8,10,5,10,0,Web Developer
7.44,9,10,10,7,8,1,17,3,ML Engineer
8.49,8,6,8,10,1,6,13,0,ML Engineer
6.83,2,10,3,3,6,8,11,5,Cybersecurity Analyst
9.95,9,7,1,1,4,3,9,2,Software Developer
9.69,7,3,3,7,2,9,10,1,Cybersecurity Analyst
9.59,10,4,2,1,1,7,1,0,Software Developer
6.31,10,8,8,3,9,1,4,0,ML Engineer
7.87,10,5,5,10,7,10,3,5,Cybersecurity Analyst
6.86,10,6,6,6,7,5,4,3,Data Scientist
8.93,3,8,7,5,9,1,15,0,Cloud Engineer
9.69,2,3,3,8,2,8,18,4,Cybersecurity Analyst
6.26,8,5,2,9,7,7,20,0,DevOps Engineer
5.95,5,6,2,10,1,4,11,2,Web Developer
6.81,6,5,5,9,6,7,16,3,Data Scientist
9.7,1,10,10,5,8,6,20,0,Cloud Engineer
6.2,4,10,10,4,4,10,17,5,Cybersecurity Analyst
9.13,8,9,6,9,2,2,18,4,Web Developer
7.88,2,8,6,8,8,8,13,4,Web Developer
7.26,5,3,8,7,5,7,7,5,Data Scientist
7.35,6,10,4,5,8,8,10,3,Cybersecurity Analyst
7.16,8,3,2,8,1,10,20,0,Cybersecurity Analyst
8.11,6,3,1,4,2,4,15,5,Data Scientist
7.64,5,6,4,8,7,7,16,4,Web Developer
5.71,4,2,2,8,5,10,6,1,Cybersecurity Analyst
7.14,7,6,8,1,4,6,2,1,ML Engineer
5.72,10,7,6,4,8,5,8,3,Cloud Engineer
5.78,2,3,8,9,9,3,11,4,Cloud Engineer
6.3,8,5,2,8,10,3,15,5,Cloud Engineer
5.86,8,4,2,8,2,8,3,4,Cybersecurity Analyst
5.36,2,4,4,1,10,2,11,5,Cloud Engineer
7.92,1,5,7,3,9,5,18,1,Cloud Engineer
7.0,8,4,4,1,7,6,17,5,DevOps Engineer
9.56,10,5,6,6,9,7,13,4,Cloud Engineer
6.33,1,8,6,7,3,10,17,5,Cybersecurity Analyst
8.31,3,5,1,8,3,8,6,2,Cybersecurity Analyst
8.17,3,3,7,10,5,8,11,3,Cybersecurity Analyst
6.36,2,10,2,7,6,7,4,3,Data Scientist
6.07,9,2,8,10,4,10,6,5,ML Engineer
5.13,9,6,10,4,9,10,2,1,ML Engineer
7.26,5,6,6,9,10,2,2,0,Web Developer
8.17,7,9,9,8,2,1,9,2,ML Engineer
7.75,5,3,10,2,9,2,16,3,Cloud Engineer
8.91,8,7,3,1,10,7,8,2,Cloud Engineer
9.53,4,8,3,8,2,5,10,1,Web Developer
8.76,4,3,8,3,4,10,2,2,Cybersecurity Analyst
5.03,8,8,4,1,7,6,11,4,Mobile App Developer
6.34,7,1,9,6,10,6,14,1,ML Engineer
7.86,8,7,4,2,6,4,11,5,Data Scientist
7.45,3,7,2,9,9,1,19,0,Web Developer
5.79,7,10,6,6,3,10,14,5,Cybersecurity Analyst
7.74,6,10,1,2,10,3,1,5,Cloud Engineer
8.13,3,10,10,4,10,10,14,4,Cybersecurity Analyst
7.9,1,2,3,1,5,9,12,4,Cybersecurity Analyst
6.17,3,6,6,10,2,10,15,3,Web Developer
5.17,9,7,3,8,2,7,12,4,Web Developer
7.0,10,1,8,1,1,7,1,3,ML Engineer
5.62,6,6,9,8,7,9,18,0,Web Developer
8.65,10,3,6,1,8,2,10,0,Cloud Engineer
6.89,10,5,7,7,2,2,14,0,Data Scientist
5.81,6,2,9,8,1,9,6,0,Cybersecurity Analyst
6.53,5,6,7,4,9,7,9,4,Cloud Engineer
7.56,2,10,1,6,1,10,2,5,Cybersecurity Analyst
7.0,2,7,9,10,7,1,18,2,Web Developer
8.15,5,8,4,4,7,9,15,3,Cybersecurity Analyst
7.02,4,6,5,9,3,7,3,3,Web Developer
9.39,8,2,6,3,10,1,7,0,Cloud Engineer
7.05,6,3,3,3,7,8,18,2,Cybersecurity Analyst
5.71,7,8,1,4,8,6,3,4,Cloud Engineer
8.39,6,8,8,3,4,3,6,5,Data Scientist
8.08,7,8,3,6,6,1,11,1,Mobile App Developer
6.75,6,7,10,5,8,10,9,3,Cybersecurity Analyst
6.24,6,5,4,4,3,7,12,1,Data Scientist
9.37,3,8,3,5,5,8,14,3,Cybersecurity Analyst
8.35,3,5,8,7,4,10,4,0,Cybersecurity Analyst
7.89,4,9,3,3,8,7,17,0,Cloud Engineer
9.21,6,1,2,6,6,3,6,5,Data Scientist
5.57,6,3,10,1,4,6,4,2,Data Scientist
9.09,9,9,7,9,10,4,14,0,Web Developer
9.59,10,10,8,5,7,8,17,2,ML Engineer
7.09,1,1,3,6,6,7,13,4,Data Scientist
5.61,1,8,4,7,2,2,12,4,Mobile App Developer
8.57,8,8,8,8,2,9,1,0,ML Engineer
5.06,9,1,5,5,3,6,13,0,Data Scientist
6.02,4,6,10,3,6,5,9,3,Data Scientist
5.46,4,1,4,9,9,3,13,5,Cloud Engineer
6.09,10,4,8,10,4,6,11,5,ML Engineer
5.25,1,9,7,1,9,6,20,2,Cloud Engineer
7.13,1,1,6,2,4,5,14,2,Data Scientist
6.56,8,6,5,7,10,2,15,3,Cloud Engineer
8.68,8,1,9,8,6,6,7,5,ML Engineer
5.81,7,3,5,2,4,3,3,5,Data Scientist
6.91,5,1,10,1,2,6,15,4,Data Scientist
5.25,2,9,1,6,6,7,12,5,Mobile App Developer
8.05,4,8,1,4,1,1,6,0,Data Scientist
5.01,7,8,5,6,6,8,17,1,Cybersecurity Analyst
8.52,8,8,3,3,4,5,13,2,Software Developer
7.91,6,3,5,4,3,9,20,1,Cybersecurity Analyst
7.37,2,9,1,3,9,7,11,4,Cloud Engineer
7.8,7,2,4,10,9,8,1,1,Cybersecurity Analyst
9.64,1,3,7,5,8,1,16,1,Cloud Engineer
9.14,3,5,2,6,6,4,12,1,Data Scientist
7.85,3,5,3,6,3,1,3,2,Data Scientist
5.18,8,9,1,10,4,2,1,2,Web Developer
7.49,1,8,4,7,8,8,10,4,Cybersecurity Analyst
8.57,2,5,8,10,8,8,4,1,Cybersecurity Analyst
5.23,3,9,2,7,9,1,19,0,Cloud Engineer
9.11,7,10,2,2,4,2,19,3,Mobile App Developer
8.73,7,2,1,4,3,9,10,0,Cybersecurity Analyst
7.97,6,4,2,9,8,4,0,3,Cloud Engineer
6.06,5,2,3,5,3,10,14,0,Cybersecurity Analyst
5.56,8,4,10,2,2,3,1,4,ML Engineer
5.98,10,4,5,3,1,4,17,1,Data Scientist
9.64,7,4,6,4,8,3,2,4,Cloud Engineer
7.87,7,7,4,4,6,9,3,0,Cybersecurity Analyst
8.98,1,8,8,5,4,8,9,2,Cybersecurity Analyst
9.77,5,3,6,7,5,9,16,5,Cybersecurity Analyst
7.93,8,3,4,6,10,5,8,0,Cloud Engineer
8.82,8,3,4,2,8,6,9,3,Cloud Engineer
5.57,9,2,9,3,10,5,0,5,ML Engineer
8.17,8,7,7,7,1,9,6,4,Cybersecurity Analyst
6.35,6,9,9,7,4,9,10,4,Cybersecurity Analyst
7.51,7,5,6,9,5,6,6,1,Data Scientist
6.31,8,1,6,6,10,4,8,3,Cloud Engineer
5.96,10,5,6,9,3,1,19,1,Data Scientist
6.29,4,1,7,2,7,7,7,3,Data Scientist
8.63,6,9,2,4,7,6,4,2,Data Scientist
8.96,3,6,10,7,3,2,13,1,Data Scientist
5.84,10,6,7,8,5,6,11,0,Web Developer
6.19,3,4,6,4,9,8,5,3,Cybersecurity Analyst
8.79,1,3,1,7,7,10,14,1,Cybersecurity Analyst
5.52,2,2,4,2,10,6,14,3,Cloud Engineer
9.28,10,8,5,1,10,9,14,0,Cybersecurity Analyst
9.92,8,6,5,2,3,9,14,5,Cybersecurity Analyst
5.46,10,9,6,9,2,2,5,3,Web Developer
7.4,4,3,6,10,9,5,6,4,Cloud Engineer
8.38,4,9,3,10,9,3,2,0,Web Developer
5.74,3,3,6,9,6,8,5,3,Cybersecurity Analyst
9.47,7,7,7,10,5,9,10,2,Web Developer
7.15,5,2,2,9,10,1,3,3,Cloud Engineer
6.98,9,6,7,1,10,9,9,3,Cybersecurity Analyst
8.52,3,5,8,3,8,7,12,3,Cloud Engineer
9.2,5,6,3,1,4,4,14,2,Data Scientist
8.45,10,6,8,1,8,4,16,4,ML Engineer
7.66,4,9,8,3,6,10,14,2,Cybersecurity Analyst
9.18,3,2,5,9,8,3,14,0,Cloud Engineer
9.1,7,8,6,3,2,7,10,3,Mobile App Developer
9.45,1,3,9,8,8,4,11,1,Cloud Engineer
7.22,7,5,2,1,7,6,13,0,DevOps Engineer
9.93,2,10,1,10,4,9,3,0,Web Developer
8.61,3,9,1,8,8,3,13,4,Web Developer
6.74,6,2,4,10,2,6,20,0,Data Scientist
8.88,9,4,3,3,3,7,7,4,Software Developer
9.83,7,2,4,6,5,5,17,5,Data Scientist
6.32,5,5,9,7,2,2,5,3,Data Scientist
8.53,4,4,1,2,8,6,20,2,Cloud Engineer
7.86,7,4,1,5,1,4,3,5,Data Scientist
9.91,10,8,9,6,2,2,10,4,ML Engineer
8.33,6,10,5,2,7,8,17,2,Cybersecurity Analyst
5.41,3,1,9,5,1,8,0,3,Cybersecurity Analyst
5.07,5,5,5,9,10,4,19,0,Cloud Engineer
8.06,7,10,3,7,10,1,4,3,Cloud Engineer
7.78,3,7,9,2,2,7,4,4,Data Scientist
5.42,8,9,5,3,1,3,4,4,Data Scientist
7.3,7,8,6,2,10,3,1,0,Cloud Engineer
7.68,5,5,3,3,2,9,17,3,Cybersecurity Analyst
7.45,9,7,3,7,1,4,1,4,Data Scientist
7.35,3,3,1,9,10,2,11,5,Cloud Engineer
5.87,4,8,4,1,4,3,11,4,Mobile App Developer
7.67,7,4,6,8,9,3,12,3,Cloud Engineer
6.93,9,6,7,3,7,6,18,2,DevOps Engineer
9.52,5,3,7,8,9,4,17,2,Cloud Engineer
9.54,10,2,2,3,4,8,18,4,Cybersecurity Analyst
8.23,8,5,9,2,1,8,11,1,ML Engineer
6.75,9,6,1,6,6,2,5,2,Data Scientist
6.91,5,9,7,7,1,1,7,1,Data Scientist
6.21,5,7,10,5,7,5,10,1,DevOps Engineer
9.23,10,10,5,4,10,7,13,3,Cloud Engineer
7.3,2,3,10,10,5,1,6,2,Data Scientist
6.27,5,10,2,1,2,5,18,3,Mobile App Developer
8.77,10,6,8,3,4,1,1,1,ML Engineer
7.04,10,10,9,5,2,6,8,4,ML Engineer
7.37,6,1,4,8,8,8,16,3,Cybersecurity Analyst
7.38,7,8,7,2,4,5,2,4,Data Scientist
5.31,9,4,10,6,10,5,9,5,ML Engineer
6.42,10,2,1,5,7,7,9,2,DevOps Engineer
7.58,2,9,3,7,5,2,7,5,Data Scientist
5.33,3,5,8,7,7,3,3,3,Data Scientist
6.53,9,7,1,4,3,6,1,2,Data Scientist
5.71,9,6,8,6,8,7,20,1,ML Engineer
9.7,8,9,1,5,8,5,12,0,Cloud Engineer
9.17,9,5,4,4,2,3,18,5,Software Developer
9.35,8,8,2,9,6,6,3,5,Web Developer
9.3,9,10,6,10,6,6,5,2,Web Developer
6.06,1,7,5,9,2,1,19,1,Web Developer
9.16,4,6,5,10,2,10,2,0,Web Developer
7.87,5,1,2,7,4,4,10,5,Data Scientist
6.68,7,10,2,10,6,6,4,5,Web Developer
8.88,9,2,6,5,4,5,8,0,Software Developer
9.81,4,4,3,7,2,6,1,2,Data Scientist
5.85,5,10,2,10,5,1,1,4,Web Developer
8.26,4,2,5,1,6,6,9,1,Data Scientist
8.18,7,6,7,10,6,2,2,1,Web Developer
8.69,6,3,2,8,6,6,7,5,Data Scientist
5.85,10,2,8,1,10,9,9,1,ML Engineer
7.68,6,1,6,4,1,3,2,3,Data Scientist
8.94,7,4,4,8,1,6,8,3,Data Scientist
7.65,8,1,6,10,4,1,5,1,Data Scientist
8.11,2,7,8,6,5,5,12,3,Data Scientist
5.53,6,3,10,8,4,4,20,5,Data Scientist
7.58,8,4,10,2,6,9,5,3,ML Engineer
7.89,9,6,3,5,5,2,0,2,Data Scientist
5.4,10,9,4,5,4,6,6,0,Data Scientist
6.35,10,7,3,5,10,3,0,2,Cloud Engineer
5.12,6,2,4,7,1,7,9,0,Data Scientist
6.72,2,10,10,2,3,3,1,5,Data Scientist
5.06,8,7,1,4,4,5,3,5,Data Scientist
7.02,4,2,5,2,3,9,6,0,Cybersecurity Analyst
9.19,8,3,3,10,8,3,1,2,Cloud Engineer
6.47,6,5,7,4,1,10,6,0,Cybersecurity Analyst
6.91,9,1,3,5,3,9,4,0,Cybersecurity Analyst
8.2,5,4,6,9,5,4,1,1,Data Scientist
6.23,3,4,8,5,7,2,9,3,DevOps Engineer
8.87,8,1,1,6,1,4,7,3,Software Developer
8.24,3,8,1,1,10,2,11,3,Cloud Engineer
9.13,2,7,6,6,10,5,16,3,Cloud Engineer
9.6,7,5,8,2,5,10,6,1,ML Engineer
8.22,2,7,1,2,1,7,5,0,Data Scientist
8.71,8,8,6,1,10,5,14,5,Cloud Engineer
7.34,8,5,1,2,4,1,14,5,Data Scientist
7.65,4,10,8,10,10,4,18,1,Web Developer
8.26,7,6,1,8,1,9,17,4,Web Developer
7.93,3,6,2,7,3,5,10,4,Data Scientist
6.52,7,6,2,1,9,6,16,5,Cloud Engineer
8.03,3,1,2,8,7,8,19,0,Cybersecurity Analyst
5.09,4,7,10,7,4,9,19,4,Cybersecurity Analyst
8.49,4,4,4,5,6,4,20,0,Data Scientist
6.56,4,5,4,5,7,7,4,1,Data Scientist
7.87,6,10,10,7,7,4,14,5,Mobile App Developer
7.25,9,2,1,7,2,7,9,1,Data Scientist
8.44,8,1,7,2,7,9,3,4,Cybersecurity Analyst
9.57,1,9,1,10,1,1,9,2,Web Developer
7.27,7,8,9,7,5,10,8,0,ML Engineer
5.53,6,2,10,4,1,2,9,3,Data Scientist
7.89,4,9,7,10,7,7,5,1,Web Developer
6.9,9,7,10,2,9,7,2,3,ML Engineer
9.35,5,7,7,8,6,10,0,2,Web Developer
9.82,1,2,4,6,3,1,9,4,Data Scientist
6.36,6,10,3,8,2,8,13,2,Web Developer
8.84,1,6,2,8,1,6,0,1,Web Developer
5.02,8,4,3,9,10,7,20,1,Cloud Engineer
6.91,5,7,1,8,2,6,9,3,Web Developer
8.86,5,8,5,6,2,7,3,5,Data Scientist
5.18,6,6,4,4,6,5,19,1,Data Scientist
8.09,1,2,3,3,7,8,5,5,Cybersecurity Analyst
7.17,6,3,1,3,5,2,3,5,Data Scientist
9.46,2,9,7,6,10,3,13,1,Cloud Engineer
6.02,5,10,9,8,1,9,4,4,Web Developer
9.15,5,3,3,8,7,7,10,3,DevOps Engineer
9.52,5,6,5,4,3,9,14,2,Cybersecurity Analyst
7.25,9,6,9,4,5,8,0,2,ML Engineer
9.31,6,1,10,2,10,10,2,4,Cybersecurity Analyst
9.54,10,3,5,5,3,8,9,4,Cybersecurity Analyst
6.7,1,9,8,2,9,9,8,5,Cybersecurity Analyst
8.68,5,3,2,3,8,2,3,1,Cloud Engineer
8.42,7,7,7,6,9,10,1,0,Cybersecurity Analyst
5.42,6,9,6,2,4,9,0,0,Cybersecurity Analyst
9.11,8,10,9,1,7,6,0,3,ML Engineer
8.42,8,4,7,8,10,10,13,1,Cybersecurity Analyst
7.72,5,6,5,5,7,7,12,0,DevOps Engineer
7.69,4,10,7,1,8,7,10,0,Cloud Engineer
8.01,5,8,5,8,10,9,6,2,Web Developer
8.43,5,10,4,4,10,4,17,2,Cloud Engineer
6.63,3,6,4,4,9,7,12,1,Cloud Engineer
